id,submi_id,title,authors,video_link,img,Keywords,group,type,abstracts,alt_text,captions,transcript,doc_link
33,104,Towards a Semantic Dataspace for Interoperable and Transparent Local Council Decision Data,"Leila Feddoul, Stefanie Kerkhof, Antje Dietrich, Hannes Köninger and Marianne Mauch",,https://drive.google.com/file/d/1gBmosrDosw1f6O25jac00K76LTxTIIlL/view?usp=drive_link,"Dataspace, Knowledge Graph, Information Extraction, E-government, Public Administration",pd,Poster,"Towards a Semantic Dataspace for Interoperable and Transparent Local Council Decision Data

Description: This A1 conference poster presents insights from the DECIDe (Data Driven Exploration in Contextual Information on DEcisions) project, which aims to establish a semantic dataspace for local decision data from two countries (Germany and Belgium). The dataspace provides a policy-aware infrastructure for secure and sovereign data exchange, while knowledge graphs ensure semantic harmonization and machine-interpretable data structures. The poster describes the motivation, goal, system architecture, and practical use cases.

Layout: The poster is arranged in three vertical columns. The first column is split into two boxes, whereas the second and third columns each contain one main section.

Header: The header contains the poster title, the authors, and their affiliations.

First column (left box): Describes the motivation behind the work in three bullet points.

First column (right box): Describes the goal of the work in three bullet points.

Second column: Describes the system architecture. On the left-hand side, an explanatory text describes the architecture. On the right-hand side, a figure illustrates the system components. 

Third column: shows 3 practical use cases derived from the project. The first one consists of generating policy impact reports. We find a screenshot of the website for displaying reports on decision data on the left-hand side and a descriptive text explaining the approach on the right-hand side. The second use case, mapping decision data to geolocations, is presented next. A descriptive text appears on the left-hand side, while a screenshot of the system is shown on the right-hand side. The final use case presents a Retrieval-Augmented Generation (RAG) system for searching municipal decisions. A screenshot of the system is shown on the left-hand side, accompanied by a descriptive text explaining the approach on the right-hand side.

Footer: Contains the logos of the project partners and funding organizations. It also includes QR codes linking to the project documentation, as well as the affiliations and contact information of the first author.","Towards a Semantic Dataspace for Interoperable and Transparent Local Council Decision Data

Description: This A1 conference poster presents insights from the DECIDe (Data Driven Exploration in Contextual Information on DEcisions) project, which aims to establish a semantic dataspace for local decision data from two countries (Germany and Belgium). The dataspace provides a policy-aware infrastructure for secure and sovereign data exchange, while knowledge graphs ensure semantic harmonization and machine-interpretable data structures. The poster describes the motivation, goal, system architecture, and practical use cases.

Layout: The poster is arranged in three vertical columns. The first column is split into two boxes, whereas the second and third columns each contain one main section.

Header: The header contains the poster title, the authors, and their affiliations.

First column (left box): Describes the motivation behind the work in three bullet points.

First column (right box): D",,,
34,111,PROV-CRED: Rated Provenance for Knowledge Graphs,"Mary Ann Tan, Christian Nennemann, Genet Asefa Gesese and Harald Sack",,https://drive.google.com/file/d/1jMzZV0wbnQiDSdOmGlpP5oxATauZTIrB/view?usp=drive_link,"knowledge graph provenance, knowledge graph enrichment, credibility annotation, PROV-O extension, RDF-Star, AI accountability",pd,Poster,"“PROV-CRED: Rated Provenance for Knowledge Graphs” by Mary Ann Tan, Christian Nennemann, Genet Asefa Gesese, and Harald Sack.


The poster is divided into four sections. The first argues that knowledge graphs are built from heterogeneous methods with different levels of reliability and credibility. A diagram shows four sources of triples: human editorial review, deterministic rules, heuristic matching, and model inference. These sources contribute facts with different reliability scores to a single knowledge graph. An LLM queries the graph, illustrating that retrieved evidence can be opaque and is distinct from an LLM’s own confidence. 

The next two sections, titled “Opacity Problem” and “EU AI Act”, connect inaccessible provenance and credibility information to accuracy, failure modes, institutional accreditation, and documentation requirements for high-risk systems using AI models. 

The final section introduces PROV-CRED through a detailed provenance graph showing how reliability information is attached to a knowledge graph statement. A ""Legend"" panel describing the graph elements is shown below the section banner. To the right of this panel is a QR code that provides access to PROV-CRED serialized in Turtle format (.ttl).

At the center of the provenance graph, a provcred:Model is linked to its model card, KGE completion task type, and biomedical benchmark domain. The model is associated with a provcred:ModelEnrichment activity representing the process that generated new triple. This activity is linked to a provcred:InferenceSetting, which records runtime parameters such as a score threshold of 0.80 and a seed of 42. The enrichment activity generates an annotated knowledge graph triple stating that a coagulation analyzer is contraindicated with a heparinized sample. This triple is also attributed back to the model that produced it.

A separate provcred:ReliabilityAttribution connects the model and generated triple to evidence about the method’s reliability. It specifies MRR (Mean Reciprocal Rank) as the reliability measure, identifies the basis as benchmark-derived, and records an MRR value of 0.7452. Together, these relationships make it possible to trace a generated triple from the statement itself through the inference activity and its settings, to the producing model and the benchmark evidence supporting its reliability. Callouts emphasize that PROV-CRED extends PROV-O, uses RDF-Star triple-level annotations, and grounds triples in the documented reliability of their producing methods. 

A “Blue Sky Provocation” raises three questions: (1) Who has the authority to conduct accreditation? (2) Under what criteria? and (3) How should method reliability be composed at query time?

The footer contains the authors’ institutional affiliations (FIZ Karlsruhe, KIT), along with academic references.
","“PROV-CRED: Rated Provenance for Knowledge Graphs” by Mary Ann Tan, Christian Nennemann, Genet Asefa Gesese, and Harald Sack.


The poster is divided into four sections. The first argues that knowledge graphs are built from heterogeneous methods with different levels of reliability and credibility. A diagram shows four sources of triples: human editorial review, deterministic rules, heuristic matching, and model inference. These sources contribute facts with different reliability scores to a single knowledge graph. An LLM queries the graph, illustrating that retrieved evidence can be opaque and is distinct from an LLM’s own confidence. 

The next two sections, titled “Opacity Problem” and “EU AI Act”, connect inaccessible provenance and credibility information to accuracy, failure modes, institutional accreditation, and documentation requirements for high-risk systems using AI models. 

The final section introduces PROV-CRED through a detailed provenance graph showing how reliability i",,,
35,112,Scaling Ontology Engineering with LLMs: Semantic Alignment and Coverage Evaluation,"Sebastian Neumaier, Tobias Dam and Fabian Kovac",,https://drive.google.com/file/d/1nGHEy4BJdGsZn0uJmw1hwXnEQpaDXn2b/view?usp=drive_link,"Ontology Engineering, LLM, EU AI Act, Technical Documentation, Compliance, AI System",pd,Poster,"Two-column A1 poster on AIDOC-AP, showing an LLM-assisted ontology pipeline for EU AI Act Annex IV compliance documentation.

Long description:

Title: Scaling Ontology Engineering with LLMs: Semantic Alignment and Coverage Evaluation
Authors: Sebastian Neumaier, Tobias Dam, Fabian Kovac
Affiliations: University of Applied Sciences St. Poelten; Vienna University of Economics and Business
Project: CERTAIN (Certification for Ethical and Regulatory Transparency in Artificial Intelligence), grant 101189650

Purpose:
The poster presents a semantic machine-learning operations approach for technical documentation of high-risk artificial intelligence systems under Annex IV of the European Union Artificial Intelligence Act. It introduces AIDOC-AP, an ontology profile grounded in Annex IV, and explains how the profile is engineered and evaluated with a pipeline called NeOn-ACE.

Reading order and structure:
1. Top-left: Introduction
2. Top-right: CERTAIN framework diagram
3. Middle-left: NeOn-ACE pipeline diagram and method text
4. Middle-right: AIDOC-AP ontology section with class diagram and two Resource Description Framework examples in Turtle syntax
5. Bottom-right: Further work and citation note

Section content:
Introduction:
Annex IV requires comprehensive technical documentation for high-risk artificial intelligence systems. Existing documentation artifacts, such as model cards and datasheets, are often informal and not machine-readable. Existing vocabularies, including Artificial Intelligence Risk Ontology, Vocabulary for AI Risk, and Machine Learning Schema, are related but not explicitly grounded in Annex IV.

CERTAIN framework diagram:
The diagram shows an end-to-end workflow.
- Artificial intelligence lifecycle stages (data preparation, training, deployment) are instrumented with MLflow.
- A semantic machine-learning operations engine collects metadata and stores artifacts with version control.
- AIDOC-AP provides schema terms for mappings.
- R2RML mappings with Ontop expose a virtual knowledge graph.
- A completeness dashboard queries compliance readiness.
- A human reviewer inspects results and reconfigures the pipeline.","Two-column A1 poster on AIDOC-AP, showing an LLM-assisted ontology pipeline for EU AI Act Annex IV compliance documentation.

Long description:

Title: Scaling Ontology Engineering with LLMs: Semantic Alignment and Coverage Evaluation
Authors: Sebastian Neumaier, Tobias Dam, Fabian Kovac
Affiliations: University of Applied Sciences St. Poelten; Vienna University of Economics and Business
Project: CERTAIN (Certification for Ethical and Regulatory Transparency in Artificial Intelligence), grant 101189650

Purpose:
The poster presents a semantic machine-learning operations approach for technical documentation of high-risk artificial intelligence systems under Annex IV of the European Union Artificial Intelligence Act. It introduces AIDOC-AP, an ontology profile grounded in Annex IV, and explains how the profile is engineered and evaluated with a pipeline called NeOn-ACE.

Reading order and structure:
1. Top-left: Introduction
2. Top-right: CERTAIN framework diagram
3. Middle-left: NeOn-AC",,,
36,117,Knowledge Tectonics: A Geodynamic Inspired Framework for Modeling Epistemic Changes,"Thomas Van Erven, Stelios Kontogiannis, Efstratios Kontopoulos, Konstantinos Avgerinakis, Andrea Scharnhorst and Sándor Darányi",,https://drive.google.com/file/d/13WpNzczLMzYFNNiwcPbi5Th_axtKO0D_/view?usp=drive_link,"Knowledge Tectonics, Knowledge Graphs, Semantic Web, Vector-Augmented Knowledge Graphs, Evolving Epistemic Changes",pd,Poster,"“Knowledge Tectonics: A Geodynamic Inspired Framework for Modelling Epistemic Changes”

The poster presents Knowledge Tectonics, a physics-inspired framework for modelling how concepts and cultural artefacts change over time. It uses the WikiArt Emotions dataset, containing 4,105 paintings spanning about 600 years.

Artwork metadata and image-derived information are represented in an RDF knowledge graph. Image embeddings determine where artworks are positioned in a two-dimensional semantic landscape, while knowledge-graph structure contributes information about semantic resistance to change.

The workflow has four main stages:

1. Artwork images and metadata are processed to generate captions, affective scores, PageRank values, and an RDF knowledge graph.
2. Knowledge-graph embeddings are generated using PyKEEN.
3. CLIP image embeddings are reduced to a shared two-dimensional space with UMAP and divided into temporal slices.
4. Mathematical methods calculate density, pressure, viscosity, velocity, divergence, and rotational movement between consecutive periods.

Kernel density estimation converts artwork positions into a continuous landscape. Changes in density between time slices create a pressure field. The resulting velocity field represents the inferred direction of stylistic or semantic drift.

Knowledge-graph edge weights are used to create a viscosity field. Strongly connected semantic regions resist movement more than weakly connected ones. Helmholtz–Hodge decomposition separates directional change, associated with expansion or innovation, from rotational change, associated with stylistic cycles or revivals.
","“Knowledge Tectonics: A Geodynamic Inspired Framework for Modelling Epistemic Changes”

The poster presents Knowledge Tectonics, a physics-inspired framework for modelling how concepts and cultural artefacts change over time. It uses the WikiArt Emotions dataset, containing 4,105 paintings spanning about 600 years.

Artwork metadata and image-derived information are represented in an RDF knowledge graph. Image embeddings determine where artworks are positioned in a two-dimensional semantic landscape, while knowledge-graph structure contributes information about semantic resistance to change.

The workflow has four main stages:

1. Artwork images and metadata are processed to generate captions, affective scores, PageRank values, and an RDF knowledge graph.
2. Knowledge-graph embeddings are generated using PyKEEN.
3. CLIP image embeddings are reduced to a shared two-dimensional space with UMAP and divided into temporal slices.
4. Mathematical methods calculate density, pressure, viscosit",,,
37,129,Efficient RAG for MediaWiki and Wikibase: Hyperparameter Tuning for Semantic Retrieval under Resource Constraints,"Kolja Bailly, Lozana Rossenova and Ina Blümel",,https://drive.google.com/file/d/1Rz6e_yMNl2CArgx-83bnGil94RrXEo2C/view?usp=drive_link,"RAG, Hyperparameter Optimization, Sustainable AI, MediaWiki, Retrieval, Small Language Models",pd,Poster,"Efficient RAG for MediaWiki and Wikibase

The poster is a vertically oriented research poster with a white background. It uses dark blue headings, light blue and yellow background shapes, and blue accent lines. The title at the top reads **“Efficient RAG for MediaWiki and Wikibase: Hyperparameter Tuning for Semantic Retrieval under Resource Constraints.”** The authors are Kolja Bailly, Lozana Rossenova, and Ina Blümel.

### Header graphic

In the upper-left corner is the **Wikibase4Research** logo. It visually combines the Semantic MediaWiki and Wikibase logos, connected by a curved line, with a Docker logo underneath. The graphic represents the integration of Semantic MediaWiki and Wikibase within the Wikibase4Research project.

### RAG workflow diagram

Below the title, in the center of the poster, is a graphical representation of a RAG workflow. A user sitting at a laptop sends a question, represented by a question-mark icon, toward a **Retriever**. The retriever accesses a **Context** represented by a database icon. The retrieved context and question are passed to an **LLM**, represented by a processor-chip icon containing the letters “LLM.” The LLM produces an **Answer**, represented by a speech-bubble icon.

A circular AutoRAG icon appears below the retriever and context components, indicating that AutoRAG controls or optimizes the retrieval process.

### Wikibase4Research section

On the upper left, the **Wikibase4Research** section contains a short list describing the platform. No additional conceptual diagram is used in this section.

### AutoRAG section

On the upper right, the **AutoRAG** section describes the automated RAG optimization approach. The adjacent central RAG diagram provides a visual representation of the question, retrieval, context, language-model processing, and answer generation.

### Experiment workflow diagram

In the large light-blue area in the lower-left portion of the poster, the **Experiment** section contains a multi-stage workflow diagram.

The workflow consists of numbered boxes connected by arrows:

1. **Knowledge Base:** MediaWiki/Wikibase sources are used as the knowledge base.
2. **Data Sampling:** random pages are selected.
3. **Persona Definition:** a researcher persona is defined.
4. **Persona-Aware Prompting:** the persona is incorporated into prompting for question generation.
5. **Synthetic Dataset Generation:** an SLM generates a question/context dataset.
6. **RAG Index Construction:** documents are processed and indexed.
7. **Chunk Size & Overlap Optimization:** different chunking configurations are evaluated.
8. **Semantic Retrieval:** relevant chunks are retrieved for generated questions.
9. **Retrieval Evaluation:** retrieval quality is evaluated using Mean Reciprocal Rank (MRR).
10. **Greedy Hyperparameter Search:** parameter configurations are iteratively optimized.
11. **Optimized RAG Pipeline:** the optimized configuration is selected and applied to the RAG pipeline.","Efficient RAG for MediaWiki and Wikibase

The poster is a vertically oriented research poster with a white background. It uses dark blue headings, light blue and yellow background shapes, and blue accent lines. The title at the top reads **“Efficient RAG for MediaWiki and Wikibase: Hyperparameter Tuning for Semantic Retrieval under Resource Constraints.”** The authors are Kolja Bailly, Lozana Rossenova, and Ina Blümel.

### Header graphic

In the upper-left corner is the **Wikibase4Research** logo. It visually combines the Semantic MediaWiki and Wikibase logos, connected by a curved line, with a Docker logo underneath. The graphic represents the integration of Semantic MediaWiki and Wikibase within the Wikibase4Research project.

### RAG workflow diagram

Below the title, in the center of the poster, is a graphical representation of a RAG workflow. A user sitting at a laptop sends a question, represented by a question-mark icon, toward a **Retriever**. The retriever accesses a **Contex",,,
38,163,Decompose Before You Match: Mapping Complex Terms to FoodOn by Their Parts,"Tadeusz Price, Jens Ruhof, Ido Toxopeus, Marga Ocké and Anna Fensel",,https://drive.google.com/file/d/1HLjXMcG9xHIqMF3ZzYSbqFDgynpYEITw/view?usp=drive_link,"ontology matching, complex term mapping, knowledge graph construction, FoodOn, large language models",pd,Poster,"Research poster: mapping complex food terms to the FoodOn ontology by decomposing them into a base plus modifiers.

Header. A title banner reads ""BIGFOOD, food-data interoperability at RIVM,"" with the RIVM logo. Poster title: ""Decompose Before You Match: Mapping Complex Food Terms to FoodOn by Their Parts."" Authors: T. Price, J. Ruhof, I. Toxopeus and M. Ocke of RIVM, the National Institute for Public Health and the Environment, Bilthoven, the Netherlands, and A. Fensel of Wageningen University and Research, the Netherlands. Contact: tadeusz.price@rivm.nl. The poster is laid out in columns and reads left to right.

Section 1, ""The term-matching problem."" The goal is to align food datasets with the FoodOn ontology for interoperability and for building knowledge graphs. Terms that name more than a plain food, that is a base such as potato together with a process, fraction, or form such as baked, match poorly to FoodOn classes: coverage is low and the classes that do match are thinly axiomatized. The study took 118 ingredient terms from meat-alternative products in the NICE-Food knowledge graph, labelled each as simple or complex, and compared two strategies, matching the whole term to a FoodOn class versus decomposing it into a base plus modifiers and matching those parts.
","Research poster: mapping complex food terms to the FoodOn ontology by decomposing them into a base plus modifiers.

Header. A title banner reads ""BIGFOOD, food-data interoperability at RIVM,"" with the RIVM logo. Poster title: ""Decompose Before You Match: Mapping Complex Food Terms to FoodOn by Their Parts."" Authors: T. Price, J. Ruhof, I. Toxopeus and M. Ocke of RIVM, the National Institute for Public Health and the Environment, Bilthoven, the Netherlands, and A. Fensel of Wageningen University and Research, the Netherlands. Contact: tadeusz.price@rivm.nl. The poster is laid out in columns and reads left to right.

Section 1, ""The term-matching problem."" The goal is to align food datasets with the FoodOn ontology for interoperability and for building knowledge graphs. Terms that name more than a plain food, that is a base such as potato together with a process, fraction, or form such as baked, match poorly to FoodOn classes: coverage is low and the classes that do match are thinly axio",,,
39,165,Modeling the Letters of Nobel Laureate Ivo Andrić as a Knowledge Graph,"Marija Đokić Petrović, Mihajlo Stojanović and Branko Tošović",,https://drive.google.com/file/d/1_Rw20SAAxDMFNZXGQpxhWPrXfgboDWFq/view?usp=drive_link,"Knowledge Graph, Linked Data, Named Entity Recognition, Transkribus, RDF, Digital Humanities, Ivo Andrić",pd,Poster,"Research poster, ""Modeling the Letters of Nobel Laureate Ivo Andrić as a
Knowledge Graph,"" presenting a workflow that turns 15 of Andrić's letters into
an RDF knowledge graph of 1,667 triples. Full description follows.


LONG DESCRIPTION
----------------

OVERALL LAYOUT
A portrait poster in dark navy, white and terracotta. Reading order is: a title
banner; a full-width workflow diagram; three columns of text, statistics and
tables; a full-width results section built around a large network diagram; and a
closing row containing the conclusion, references and project links. Numbered
section labels correspond to the sections of the accompanying paper.

TITLE BANNER
Title: ""Modeling the Letters of Nobel Laureate Ivo Andrić as a Knowledge Graph.""
Authors: Marija Đokić Petrović (affiliation 1, corresponding author), Mihajlo
Stojanović (affiliation 1) and Branko Tošović (affiliation 2); a footnote states
that all three authors contributed equally. Affiliation 1 is the Department of
Computer Science, School of Computing, Union University, Belgrade, Serbia.
Affiliation 2 is the Department of Slavic Studies, University of Graz, Austria.
At the right of the banner is the conference logo, reading ""SEMANTiCS"" with
""Ghent 2026"" beneath it.

WORKFLOW PANEL — ""Workflow: From Letters to Knowledge Graph""
Figure 1 is a left-to-right flow diagram of the processing pipeline. A box
labelled ""Subset of Andrić's letters"" leads to ""Transkribus transcription"", then
""PAGE XML processing"", then ""Named Entity Recognition"". Next comes a grouped
pair of steps, ""Entity Normalization"" followed by ""Entity Linking"", enclosed
together in a dashed outline. This leads to ""RDF generation"", which finally
branches into two outputs: ""SPARQL querying"" and ""Knowledge Graph visualization"".
Caption: ""Figure 1. Letters are transcribed in Transkribus, parsed from PAGE XML
into structured records, processed with NER, normalized and linked to Wikidata,
then converted to RDF for SPARQL querying and graph visualization.""
","Research poster, ""Modeling the Letters of Nobel Laureate Ivo Andrić as a
Knowledge Graph,"" presenting a workflow that turns 15 of Andrić's letters into
an RDF knowledge graph of 1,667 triples. Full description follows.


LONG DESCRIPTION
----------------

OVERALL LAYOUT
A portrait poster in dark navy, white and terracotta. Reading order is: a title
banner; a full-width workflow diagram; three columns of text, statistics and
tables; a full-width results section built around a large network diagram; and a
closing row containing the conclusion, references and project links. Numbered
section labels correspond to the sections of the accompanying paper.

TITLE BANNER
Title: ""Modeling the Letters of Nobel Laureate Ivo Andrić as a Knowledge Graph.""
Authors: Marija Đokić Petrović (affiliation 1, corresponding author), Mihajlo
Stojanović (affiliation 1) and Branko Tošović (affiliation 2); a footnote states
that all three authors contributed equally. Affiliation 1 is the Department of
Computer Sc",,,
40,174,A Semantic Backend Architecture for Digital Twin Spacecraft Lifecycle Integration,"Rojina Shrestha, Björn Beyreuther, Harald Eisenmann, Ken Wenzel and Armin Müller",,https://drive.google.com/file/d/1IADzhfvaXbZ8eXZiUe-XIAYb_FXsUwtr/view?usp=drive_link,"Semantic interoperability, Semantic Web technologies, RDF, OWL, SPARQL, SHACL",pd,Poster,"The poster presents a semantic backend architecture for integrating heterogeneous data across the lifecycle of a Digital Twin Spacecraft (DTSC). It is organized into three main sections: the spacecraft lifecycle integration challenge, the proposed DTSC semantic backend architecture, and a running example demonstrating semantic and time-series data capabilities.
Section 1 – The Challenge:
The first section illustrates heterogeneous data across the spacecraft lifecycle. The lifecycle progresses through System Definition, System Design, Production, Assembly, Integration and Testing (AIT), and Operations/Telemetry. Data generated across these phases can remain in separate data silos, use proprietary formats, and provide limited integration. The section motivates the need for semantic integration across lifecycle phases and heterogeneous data sources.
Section 2 – DTSC Semantic Backend:
The second section presents the proposed DTSC semantic backend architecture. Data sources include engineering tools such as Cameo and Windchill, production systems, test systems such as OCEAN, telemetry and time-series sources, and other data sources.
These sources are connected to the DTSC Semantic Backend. The backend contains three principal groups of functionality.
The Management Service provides Project Management, Dataset Management, Vocabulary Management, Configuration Management, and SHACL Shapes Management.
","The poster presents a semantic backend architecture for integrating heterogeneous data across the lifecycle of a Digital Twin Spacecraft (DTSC). It is organized into three main sections: the spacecraft lifecycle integration challenge, the proposed DTSC semantic backend architecture, and a running example demonstrating semantic and time-series data capabilities.
Section 1 – The Challenge:
The first section illustrates heterogeneous data across the spacecraft lifecycle. The lifecycle progresses through System Definition, System Design, Production, Assembly, Integration and Testing (AIT), and Operations/Telemetry. Data generated across these phases can remain in separate data silos, use proprietary formats, and provide limited integration. The section motivates the need for semantic integration across lifecycle phases and heterogeneous data sources.
Section 2 – DTSC Semantic Backend:
The second section presents the proposed DTSC semantic backend architecture. Data sources include engineer",,,
41,178,Nahuatl Dialectal Varieties Classification,"Juan-José Guzmán-Landa, Daniela Juárez-Morales, Juan-Manuel Torres-Moreno, Luis-Gil Moreno-Jiménez, Miguel Figueroa-Saavedra, Rémy Kessler, Graham Ranger and Martha-Lorena Avendaño-Garrido",,https://drive.google.com/file/d/1LdoZVZGAzTaIjYVJcoZGadszGnAghYtF/view?usp=drive_link,"Nahuatl, Dialectal varieties, Classification, Low-resourced Languages, Transformers",pd,Poster,"Figure 1 : Shows a map of Mexico, highlighting in different colours the 30 Nahuatl dialect varieties found in different regions of the country.

Figure 2 : Demonstrates the importance of having a dialect identification system. This is because it can be used to develop other highly useful tools

Table 1 : Give an example of an English phrase translated into Nahuatl and show how this translation varies across different regions

Figure 3 : On the left-hand side is a graph showing the distribution of tokens for the first 18 dialectal varieties in the π-yalli corpus. On the right-hand side is the average length of tokens within the π-yalli vocabulary

Table 2 : Shows the F1-score achieved by each of the models in the classification task. It also shows the F1-score using soft voting in the last column and the average of all the scores in the last row

Figure 4 : Shows the confusion matrix for the prediction of each variety using soft voting
","Figure 1 : Shows a map of Mexico, highlighting in different colours the 30 Nahuatl dialect varieties found in different regions of the country.

Figure 2 : Demonstrates the importance of having a dialect identification system. This is because it can be used to develop other highly useful tools

Table 1 : Give an example of an English phrase translated into Nahuatl and show how this translation varies across different regions

Figure 3 : On the left-hand side is a graph showing the distribution of tokens for the first 18 dialectal varieties in the π-yalli corpus. On the right-hand side is the average length of tokens within the π-yalli vocabulary

Table 2 : Shows the F1-score achieved by each of the models in the classification task. It also shows the F1-score using soft voting in the last column and the average of all the scores in the last row

Figure 4 : Shows the confusion matrix for the prediction of each variety using soft voting
",,,
42,187,Investigating Stability and Consensus in LLM Taxonomy Generation,Alison Yearsley and Anelia Kurteva,,https://drive.google.com/file/d/1vmjpzrX4lW3QR3ytU5Ph_D62i_Hf8It7/view?usp=drive_link,"Large language models, Taxonomy, Output stability, Self-consistency, Knowledge graphs, Nikoli puzzles",pd,Poster,"Does model, prompt, temperature, or added context change how stable a
generated taxonomy is?

Does giving the model source material, in this case a rules PDF, help or
interact with model capacity?

Can a reliable consensus taxonomy be extracted from repeated,
inconsistent runs, without a ground truth?

Domain: 42 Nikoli logic puzzles (Sudoku, Slitherlink, and others).

--------------------------------------------------------------
SECTION: METHODS - PIPELINE OVERVIEW
--------------------------------------------------------------
[Figure description: a flowchart of a three-stage pipeline]

Five inputs feed the first stage: p (prompt), T (temperature), G (game
list), m (model), and d (document, i.e. the rules PDF).

Stage 1, Generate: takes the five inputs and produces ""Run JSON"".

Stage 2, Ingest: takes ""Run JSON"" as input and produces two outputs,
""Run graph"" and ""Hallucination Log"".

Stage 3, Evaluate: takes the outputs of Ingest and produces two further
outputs, ""Summary CSV"" and ""Metrics Node"".

Figure caption: Flow diagram of the three-stage Generate, Ingest,
Evaluate pipeline. p = prompt, G = game list, m = model, T = temperature,
d = document (rules PDF).

Supporting text: LLM APIs are prompted to Generate taxonomies. Taxonomies
are then Ingested into a Neo4j graph database. Evaluate computes
structural and stability measures over the resulting taxonomies using
Python scripts. Experiments isolate the effects of provider, model
capacity, prompt, temperature, and additional context.

Supporting text: To evaluate stability below full (100%) consensus, a
weighted relationship graph is calculated, where the weight of the
relation between two games is the percentage of runs in which they were
placed in the same category. The loop-drawing group, centred on the game
Masyu, is the strongest and most interpretable grouping found.","Does model, prompt, temperature, or added context change how stable a
generated taxonomy is?

Does giving the model source material, in this case a rules PDF, help or
interact with model capacity?

Can a reliable consensus taxonomy be extracted from repeated,
inconsistent runs, without a ground truth?

Domain: 42 Nikoli logic puzzles (Sudoku, Slitherlink, and others).

--------------------------------------------------------------
SECTION: METHODS - PIPELINE OVERVIEW
--------------------------------------------------------------
[Figure description: a flowchart of a three-stage pipeline]

Five inputs feed the first stage: p (prompt), T (temperature), G (game
list), m (model), and d (document, i.e. the rules PDF).

Stage 1, Generate: takes the five inputs and produces ""Run JSON"".

Stage 2, Ingest: takes ""Run JSON"" as input and produces two outputs,
""Run graph"" and ""Hallucination Log"".

Stage 3, Evaluate: takes the outputs of Ingest and produces two further
outputs, ""Summary CSV"" and ""Me",,,
43,188,LLM-Leaderboard for Knowledge Graph related Tasks - Finding the Best Language Model with Data from LLM-KG-Bench,"Lars-Peter Meyer, Felix Brei, Johannes Frey and Marvin Hofer",,https://drive.google.com/file/d/1nya1cozO4r5JmTW8FsTICIaelaASiBTT/view?usp=drive_link,"Knowledge Graph, RDF, Large Language Model, LLM-Leaderboard, LLM-KG-Bench",pd,Poster,"Poster for the Article ""LLM-Leaderboard for KG related Tasks - Finding the Best Language Model with Data from LLM-KG-Bench"" by Lars-Peter Meyer, Felix Brei, Johannes Frey and Marvin Hofer.
After a short Motivation section (LLMs show high potential with KGs but the number of LLMs and results is growing) a short overview on the leaderboard is given. Beside a short listing of the 8 aggregated scores a table shows values for this scores for all >40 LLMs. 8 example capability plots are given and a short summary on the LLM-KG-Bench framework.","Poster for the Article ""LLM-Leaderboard for KG related Tasks - Finding the Best Language Model with Data from LLM-KG-Bench"" by Lars-Peter Meyer, Felix Brei, Johannes Frey and Marvin Hofer.
After a short Motivation section (LLMs show high potential with KGs but the number of LLMs and results is growing) a short overview on the leaderboard is given. Beside a short listing of the 8 aggregated scores a table shows values for this scores for all >40 LLMs. 8 example capability plots are given and a short summary on the LLM-KG-Bench framework.",,,
44,192,Using Linked Data for Monitoring Administrative Persecution Targeting LGBTQIA+ Expression,Andrei Nesterov and Sergey Katsuba,,https://drive.google.com/file/d/1BB_XAAKchh6aiSDVAHTnZs3rQluSHgcq/view?usp=drive_link,"Linked Open Data, Knowledge Management, Ontology Engineering, Knowledge Graph, Human Rights",pd,Poster,"The poster consists of several blocks arranged vertically: title; a two-column introduction; example; ontology scheme; a section with bullet points about the dataset, ontology & controlled vocabularies, and knowledge graph; and a footer with the Dataout Foundation's logo, its description, links to social media, and a QR code for donations.

The example consists of a citation from a court document and includes a hand-drawn image on the right. The image is used only for decorative purposes: it depicts a social media post with blacked-out content. There is a dashed line connecting the example with the ontology scheme below. 

The ontology scheme represents the main classes and properties. The class ""MonitoringRecord"" is in the centre top. This class is connected with arrows to others. On the left, three classes are grouped in a block with a dashed line and labelled as ""Provenance"". On the right, four classes are grouped and labelled as ""Content"".

Other content is given in text.","The poster consists of several blocks arranged vertically: title; a two-column introduction; example; ontology scheme; a section with bullet points about the dataset, ontology & controlled vocabularies, and knowledge graph; and a footer with the Dataout Foundation's logo, its description, links to social media, and a QR code for donations.

The example consists of a citation from a court document and includes a hand-drawn image on the right. The image is used only for decorative purposes: it depicts a social media post with blacked-out content. There is a dashed line connecting the example with the ontology scheme below. 

The ontology scheme represents the main classes and properties. The class ""MonitoringRecord"" is in the centre top. This class is connected with arrows to others. On the left, three classes are grouped in a block with a dashed line and labelled as ""Provenance"". On the right, four classes are grouped and labelled as ""Content"".

Other content is given in text.",,,
45,108,Demonstration of RDF and SPARQL 1.2 Interoperability through Query Rewriting,Jitse De Smet and Maxime Jakubowski,https://www.youtube.com/watch?v=d7yZH_uSRTo,,"SPARQL 1.2, RDF 1.2, Reification, Metadata, Data Integration, Query Rewriting",demos,Demo,,,,,
46,110,The Eyeling Playground: N3 rules in your browser,"Patrick Hochstenbach, Jos De Roo, Wout Slabbinck, Beatriz Esteves and Pieter Colpaert",https://www.youtube.com/watch?v=gJ6GiUEbxQU,,"Notation3, Rules, Reasoning, ODRL, Usage control, Neurosymbolic AI",demos,Demo,,,,,
